x,y
2.87577520124614,2.53604513835555
7.88305135443807,6.21564546680468
4.089769218117,2.49170053825139
8.83017404004931,4.65043273141201
9.40467284293845,4.60813890801212
0.455564993899316,15.4807996795296
5.28105488047004,3.75403638292111
8.92419044394046,5.54223748899032
5.51435014465824,3.15761268835675
4.56614735303447,0.577534894055905
9.56833345349878,5.42661041940545
4.53334156190977,1.1481949457093
6.77570635452867,5.90168994196994
5.72633401956409,5.75538736316222
1.02924682665616,8.57605707735827
8.99824970401824,6.10423199310297
2.4608773435466,3.76983191907907
0.420595335308462,12.7431805905509
3.27920719282702,1.16242666121104
9.54503649147227,2.75186332464987
8.89539316063747,5.0058091881642
6.928034061566,3.8647620195342
6.40506813768297,8.24116693816896
9.94269776623696,5.29674531895524
6.55705799115822,3.61985864509888
7.08530468167737,6.27079838727017
5.44066024711356,4.25940011940692
5.9414202044718,4.45606894696182
2.8915973729454,2.15409047152797
1.47113647311926,7.48199782815289
9.63024232536554,3.85474699472296
9.02299045119435,5.93032598160166
6.90705278422683,4.9321025714655
7.95467417687178,6.97121745810163
0.246136845089495,15.3946779582244
4.77795971091837,3.84655644408058
7.58459537522867,4.81291419332825
2.16407935833558,3.59743170902909
3.18181007634848,6.0156542700707
2.31625785352662,3.99309958002577
1.42800022382289,8.11156220372722
4.14546335814521,3.06350396850516
4.13724326295778,1.94098662104907
3.68845450924709,2.94696772992533
1.52444747742265,7.7155332283728
1.3880606344901,7.79868629650539
2.33034099452198,4.43644490808608
4.65962450252846,2.66425732921313
2.65972640365362,5.71298233819311
8.57827715342864,5.09651109308402
0.458311666734517,12.9185053324166
4.42200074205175,2.57932406470726
7.98924845643342,6.30933636195625
1.2189925997518,9.34965575914149
5.60947983758524,3.23991412283133
2.0653138961643,4.11316645320453
1.27531650243327,9.86783474935488
7.53307864302769,5.48302775600375
8.95045359153301,4.60165491015084
3.74462775886059,2.17897760547099
6.65115194628015,4.82171286771063
0.948406609240919,11.633805862906
3.83969637798145,2.48453721697955
2.7438364457339,4.17342149030042
8.14640038879588,5.50217439636925
4.48516341391951,2.79277182579952
8.10064353048801,5.67919902637845
8.12389509519562,6.09757286202062
7.94342321110889,5.0970765131599
4.39831687603146,1.2179044049926
7.54475158639252,7.83677294680492
6.29221131559461,7.92630817165993
7.10182401351631,4.24733664051463
0.00624773325398564,17.3295508545267
4.75316574098542,1.58746769264264
2.20118885161355,6.9424073618631
3.79816537722945,3.71749406116701
6.12771003274247,6.57897613309333
3.51797909243032,3.04559793573797
1.11135424347594,9.11372531716707
2.43619472719729,3.61709127261668
6.6805558744818,4.26459942501553
4.17646779678762,1.84116450589445
7.88195834029466,7.63090747859293
1.02864644257352,9.96959250818636
4.34892741497606,2.62293997930528
9.84956979984418,3.74337844818903
8.93051114398986,6.72544799999251
8.86469060787931,5.0571392825689
1.75052650272846,5.35688716991705
1.30695691565052,10.1110056511946
6.53101925039664,4.43418805109299
3.43516472261399,1.82989427869512
6.56758127966896,3.68329799838645
3.20373242488131,1.46656946354364
1.87691119266674,5.27520486181823
7.82294301316142,6.58202567160432
0.935949867125601,11.7131388680844
4.6677904156968,3.41215410344524
5.11505459900945,2.75521626591574
5.9998895926401,4.25960640781687
3.32823540316895,1.92930224544907
4.88613033667207,2.17294971199012
9.54473827499896,5.23878655251699
4.829023971688,1.8227010446043
8.90350222121924,7.48210007361415
9.14438186911866,5.08848329731427
6.08734982321039,6.7429171170093
4.10689776530489,1.67889619763733
1.47094690939412,7.02798178099869
9.35299803270027,3.47224114777571
3.01228899974376,2.80000574396136
0.607205715496093,13.2917983126798
9.47726940037683,4.84024817854421
7.20596273429692,4.81082634560284
1.42294295597821,7.04988718303447
5.49284656066447,3.05154603083063
9.5409123855643,5.85962939166356
5.85483353119344,2.87428588359365
4.04510281747207,2.22667007074892
6.4789347932674,10.3863040660619
3.19820617092773,2.65611492640354
3.07720010867342,1.53739700497798
2.19767631264403,4.08948214150004
3.69488865835592,2.91364497412177
9.84219203470275,3.14723397693808
1.54202300822362,6.70234036104701
0.910439998842776,10.4234580997787
1.41906907781959,7.94833705792346
6.90007101511583,6.89568383276157
6.19256483390927,7.83056627294367
8.91394117148593,6.59468008252054
6.72999092610553,5.74084207021323
7.37077737925574,5.61079743016691
5.21135725779459,1.69091264920471
6.5983844967559,4.435356533229
8.21805460145697,5.5023695196184
7.86281551700085,6.02240241050401
9.79821917368099,4.95839452830051
4.39431536244228,4.81967027627035
3.1170220207423,4.3959147161997
4.09474952612072,2.28162541077478
0.104671118315309,15.2687031797364
1.8384952400811,5.60820860619957
8.42729318886995,6.0145873640435
2.31161782052368,5.26785144591401
2.39099955651909,5.17150867774512
0.766911653336138,12.4122188178794
2.45723678031936,2.64571624462724
7.3213520552963,6.53669644701771
8.47453165100887,5.45510225861326
4.97527267085388,3.15026031518696
3.87909029843286,2.47140846035496
2.46448994148523,4.45133164410305
1.11096461303532,9.55502746768541
3.89994435245171,0.728626184258854
5.71935313986614,4.5738654959248
2.16892762808129,5.22854166123896
4.4476800202392,2.29039453046635
2.1799066872336,4.92672851159271
5.02299563260749,3.15719170170463
3.53904571849853,2.71220565373833
6.4998515881598,9.96104144385352
3.74713956611231,2.19564336622525
3.55445380788296,2.65146221050993
5.33687945455313,4.53548648799105
7.40334360394627,6.80215697017993
